CALLE;NUMERO;M2;DOLARES;U_S_M2;AMBIENTES;ANTIGUEDAD;ORIENT;BAULERA;COCHERA;BAÑOS;LAVADERO;TERRAZA;BARRIO;COMUNA;LON;LAT
ALBERDI, JUAN BAUTISTA;326;60;36500;608.3;3;0;LATERAL;;;;;;CABALLITO;6;-58.432469428337981;-34.622941895595524
ALBERDI, JUAN BAUTISTA;500;59;65000;1101.7;3;A ESTRENAR;FRENTE;;;;;;CABALLITO;6;-58.434605384698429;-34.623177807227798
ALBERDI, JUAN BAUTISTA;596;78;72000;923.1;3;A ESTRENAR;FRENTE;;;;;;CABALLITO;6;-58.436175462343478;-34.623340818517924
ALBERDI, JUAN BAUTISTA;700;60;58000;966.7;3;26;FRENTE;;;;;;CABALLITO;6;-58.438501413666906;-34.623265551283019
ALBERDI, JUAN BAUTISTA;700;110;76000;690.9;3;68;FRENTE;;;;;;CABALLITO;6;-58.438501413666906;-34.623265551283019
ALBERDI, JUAN BAUTISTA;800;68;92000;1352.9;3;8;CONTRAFRENTE;;;;;;CABALLITO;6;-58.439441219034258;-34.623175663153788
ALBERDI, JUAN BAUTISTA;800;58;73900;1274.1;3;23;FRENTE;;SI;;;;CABALLITO;6;-58.439441219034258;-34.623175663153788
ALBERDI, JUAN BAUTISTA;800;60;51000;850.0;3;0;FRENTE;;;;;;CABALLITO;6;-58.439441219034258;-34.623175663153788
ALBERDI, JUAN BAUTISTA;891;70;69000;985.7;3;0;FRENTE;;SI;;;;CABALLITO;6;-58.440681200631374;-34.622780027308416
ALBERDI, JUAN BAUTISTA;1000;50;41900;838.0;3;40;CONTRAFRENTE;;;;;;CABALLITO;6;-58.441868435277989;-34.622981071576795
ALBERDI, JUAN BAUTISTA;1074;80;59800;747.5;3;0;;;;;;;CABALLITO;6;-58.441860805028085;-34.622846002840916
ALBERDI, JUAN BAUTISTA;1200;89;82000;921.3;3;20;FRENTE;;;;;;CABALLITO;6;-58.444848829224128;-34.623908256222464
ALBERDI, JUAN BAUTISTA;1200;33;33000;1000.0;1;40;FRENTE;;;;;;CABALLITO;6;-58.444848829224128;-34.623908256222464
ALBERDI, JUAN BAUTISTA;1200;35;55000;1571.4;1;0;FRENTE;;;;;;CABALLITO;6;-58.444848829224128;-34.623908256222464
ALBERDI, JUAN BAUTISTA;1200;59;61000;1033.9;3;A ESTRENAR;FRENTE;;;;;;CABALLITO;6;-58.444848829224128;-34.623908256222464
ALBERDI, JUAN BAUTISTA;1200;59;70500;1194.9;3;A ESTRENAR;FRENTE;;;;;;CABALLITO;6;-58.444848829224128;-34.623908256222464
ALBERDI, JUAN BAUTISTA;1400;60;43000;716.7;3;25;LATERAL;;;;;;CABALLITO;6;-58.447791088153764;-34.625501809135052
ALBERDI, JUAN BAUTISTA;1475;82;87000;1061.0;3;5;;;SI;;;;CABALLITO;6;-58.448879156292776;-34.625723272465287
ALBERDI, JUAN BAUTISTA;1500;25;25000;1000.0;1;45;CONTRAFRENTE;;;;;;CABALLITO;6;-58.448996649750683;-34.626096043539384
ALBERDI, JUAN BAUTISTA;1600;71;78000;1098.6;3;A ESTRENAR;CONTRAFRENTE;;;;;;CABALLITO;6;-58.450864057085155;-34.627039031975471
ALBERDI, JUAN BAUTISTA;1700;49;37500;765.3;3;50;FRENTE;;;;;;CABALLITO;6;-58.452735864977242;-34.628014304220919
ALBERDI, JUAN BAUTISTA;2100;57;49000;859.6;3;3;CONTRAFRENTE;;;;;;FLORES;7;-58.457517201665048;-34.630099600196331
ALBERDI, JUAN BAUTISTA;2100;84;68000;809.5;3;23;CONTRAFRENTE;SI;SI;;;;FLORES;7;-58.457517201665048;-34.630099600196331
ALBERDI, JUAN BAUTISTA;2200;65;47000;723.1;3;0;CONTRAFRENTE;;;;;;FLORES;7;-58.458674250519735;-34.630465698956527
ALBERDI, JUAN BAUTISTA;2219;75;58000;773.3;3;0;FRENTE;;;;;;FLORES;7;-58.459080499515771;-34.630304659871626
ALBERDI, JUAN BAUTISTA;2400;79;65000;822.8;3;A ESTRENAR;LATERAL;;;;;;FLORES;7;-58.46163995919423;-34.631376629263116
ALBERDI, JUAN BAUTISTA;2400;81;80000;987.7;3;A ESTRENAR;FRENTE;;;;;;FLORES;7;-58.46163995919423;-34.631376629263116
ALBERDI, JUAN BAUTISTA;2700;72;46000;638.9;3;25;FRENTE;;;;;;FLORES;7;-58.465704503818017;-34.632615982266728
ALBERDI, JUAN BAUTISTA;2700;60;45000;750.0;3;50;FRENTE;;;;;;FLORES;7;-58.465704503818017;-34.632615982266728
ALBERDI, JUAN BAUTISTA;2700;60;35000;583.3;3;0;;;;;;;FLORES;7;-58.465704503818017;-34.632615982266728
ALBERDI, JUAN BAUTISTA;2900;90;73000;811.1;3;27;CONTRAFRENTE;SI;;;;;FLORES;7;-58.468400153350721;-34.633406027985778
ALBERDI, JUAN BAUTISTA;3305;60;41000;683.3;3;0;;;;;;;FLORESTA;10;-58.473480920336087;-34.634762915303874
ALBERDI, JUAN BAUTISTA;3800;49;28000;571.4;3;40;FRENTE;;;;;;PARQUE AVELLANEDA;9;-58.478441208933276;-34.637102002236688
